nodeCount,packetsPerSecond,nodeSpeed,network_throughput,avg_end_to_end_delay,packet_drop_ratio,packet_delivery_ratio
100,100,10,1.6628469848632812,0.17632511029723336,83.4162582909335,8.714056998878918
100,100,15,2.240780944824219,0.1610299604390784,80.03364081137336,8.667501286492216
100,100,20,0.9934133911132812,0.18063819022468605,84.16766931016886,7.97930394811832
100,100,5,2.6804843139648438,0.170588774852577,81.05757450472423,10.752121255798604
100,200,10,1.8835025024414063,0.21431554422110718,88.35968502952848,4.70951942005437
100,200,15,2.6813751220703126,0.2632809865139432,86.07340125680639,5.412186239420442
100,200,20,2.4369659423828125,0.21719970254172927,88.1566499612988,5.203943613519621
100,200,5,3.5049749755859376,0.20444992620097993,86.4716409935033,6.25487449585189
100,300,10,3.041536865234375,0.22141959599261934,88.24549273771322,4.058119405505827
100,300,15,4.31408447265625,0.24342505787281035,87.86410967864452,5.021443040111409
100,300,20,2.7703375244140624,0.3096724570565259,89.66096316081772,3.747520693941237
100,300,5,3.6618927001953123,0.2581006654852552,88.63395456271358,4.578007003332911
100,400,10,2.866379699707031,0.2854542127957096,89.53635954913125,2.90725201621727
100,400,15,3.4322564697265623,0.404287221443416,88.94982667177865,2.998797884916451
100,400,20,1.9126593017578124,0.32769262712914526,90.60055802039976,2.3837175772448584
100,400,5,4.806524963378906,0.32608531922822287,90.17901000379386,3.854455781633753
20,100,10,1.109775390625,0.01714054966916109,83.85303983644627,15.118794783747841
20,100,15,2.756905822753906,0.0902366507324976,58.24724250427218,36.55817927606028
20,100,20,1.9782760620117188,0.08824207391927658,65.95319299070917,26.661178407620838
20,100,5,1.3997860717773438,0.00594229690793938,81.1318858061922,17.77643747486932
20,200,10,1.7987893676757813,0.03244096900099801,87.17198253903246,12.010908110159926
20,200,15,3.72506591796875,0.18242659975293696,71.58736734130272,24.683394484554384
20,200,20,2.4470556640625,0.10617817869879224,78.07176045431079,16.358563996664152
20,200,5,2.341182861328125,0.07154023469669939,83.62220097218902,15.632719738624592
20,300,10,2.7380755615234373,0.12985409229629247,83.86721487024232,12.80125857669782
20,300,15,4.746645202636719,0.157394855734377,74.50541592732858,20.808284117693795
20,300,20,3.204737243652344,0.14392919098003976,77.45489382085262,14.065410612592474
20,300,5,3.2503591918945314,0.05464193789521107,82.72208638956805,14.707694754209156
20,400,10,3.1578369140625,0.1261778076992432,85.75513646503411,10.682649552602292
20,400,15,4.998026123046875,0.15408326007733567,78.8584822501803,16.06098245051687
20,400,20,4.111250610351562,0.15417984162349618,79.93850270049018,13.609272514900116
20,400,5,3.9049493408203126,0.036767502971640144,86.47534414010059,12.717654837998676
40,100,10,1.5440475463867187,0.1902199579572327,80.50766606597347,13.024120883886326
40,100,15,2.386830139160156,0.12885617538983873,77.86856711857195,17.928907111222852
40,100,20,2.2883755493164064,0.1598814107889433,75.89115646258503,17.068999028182702
40,100,5,1.8507177734375,0.1527402121821035,80.49254698639015,16.093553429148717
40,200,10,2.05079833984375,0.26324329931489,85.46933520599251,9.131164169787766
40,200,15,3.519783630371094,0.18910987563398093,82.77240115110183,12.859719320376866
40,200,20,3.3024798583984376,0.15857498169141093,79.807090564126,11.588473114861577
40,200,5,2.6492733764648437,0.1786948465420719,84.9220543158859,11.223788662180139
40,300,10,2.6764288330078125,0.24229979117943215,87.91601717620773,7.370412235576368
40,300,15,4.014794006347656,0.20627839546631668,85.00655454767033,10.101249645922676
40,300,20,4.407504272460938,0.18057673749319825,83.95538935036568,10.582453585729887
40,300,5,3.6078521728515627,0.2049977634560584,87.64518732140967,8.922571171552546
40,400,10,2.554817810058594,0.27998896668379303,88.61705084678461,5.443792562590585
40,400,15,4.816250305175782,0.2909951791521645,86.16618028574776,8.675357558509008
40,400,20,4.968203125,0.2761561259435248,85.38836202259952,8.553495620936452
40,400,5,3.98301025390625,0.16309836602186695,88.76095356163802,7.254980705767316
70,100,10,2.640758056640625,0.18273734783522275,78.82013310414739,12.441050729428357
70,100,15,1.8163973999023437,0.18704592567456468,81.67801121364836,9.89811724152977
70,100,20,1.98512451171875,0.19180670247953702,79.71552223768951,11.090949468906233
70,100,5,2.4489715576171873,0.17133564717761218,82.88114787637414,12.593905998526964
70,200,10,3.6195578002929687,0.2462847180234037,85.35185288692638,8.526074562629255
70,200,15,1.2271408081054687,0.2777214731972108,88.75219438015051,4.269397202374963
70,200,20,2.747835388183594,0.17754986145393048,83.12732717130494,6.854488420358716
70,200,5,3.526800231933594,0.18954198453488455,87.06352107527486,8.036442369878806
70,300,10,3.4367636108398436,0.3335473398324422,87.14696606108592,5.895453360025667
70,300,15,2.7850161743164064,0.30940945912537227,88.22289870669381,4.800698392868566
70,300,20,4.388497924804687,0.22620389429190266,86.99327725084152,6.710707290410345
70,300,5,4.228826293945312,0.2690656766425654,90.08089142883027,6.37694726392197
70,400,10,5.0958688354492185,0.35078274140958093,88.5013042952896,5.590771133493024
70,400,15,3.5387399291992185,0.2563038158513296,90.56015605030508,3.726757743610834
70,400,20,4.189740295410156,0.3009333025446566,88.83475182250126,4.620465803287973
70,400,5,4.275650939941406,0.27071123184436735,91.33030070201201,4.953282044654383
