protocolName,nodeCount,packetsPerSecond,nodeSpeed,flowRunningTime,comment,network_throughput,avg_end_to_end_delay,packet_drop_ratio,packet_delivery_ratio,total_flows,total_tx_bytes,total_rx_bytes,total_tx_packets,total_rx_packets,total_lost_packets
RAODV,100,100,5,20,nodeCount,0.367144775390625,0.15213232127527893,61.272148040353194,11.28001415901359,258,9117904,962448,101702,11472,62315
RAODV,20,100,10,20,nodeSpeed,0.266448974609375,0.016229687720674773,59.069037127083014,38.732715392797445,26,1809336,698480,19743,7647,11662
RAODV,20,100,15,20,nodeSpeed,0.23144378662109374,0.010759843092254267,60.94400975510619,33.65003556549131,26,1806896,606716,19682,6623,11995
RAODV,20,100,20,20,nodeSpeed,0.2361663818359375,0.012786169836355594,58.580150360764925,34.22473384126343,26,1812376,619096,19819,6783,11610
RAODV,20,100,5,20,nodeCount,0.2731109619140625,0.0013316666666666668,58.35373317013464,39.68788249694003,20,1803936,715944,19608,7782,11442
RAODV,20,100,5,20,nodeSpeed,0.2731109619140625,0.0013316666666666668,58.35373317013464,39.68788249694003,20,1803936,715944,19608,7782,11442
RAODV,20,100,5,20,packetsPerSecond,0.2731109619140625,0.0013316666666666668,58.35373317013464,39.68788249694003,20,1803936,715944,19608,7782,11442
RAODV,20,200,5,20,packetsPerSecond,0.545941162109375,0.0016128265620982258,59.35189434501046,39.661414512263526,20,3608424,1431152,39222,15556,23279
RAODV,20,300,5,20,packetsPerSecond,0.5930404663085938,0.008126946402219467,66.23123250487743,28.740351174823985,24,5417220,1554620,58945,16941,39040
RAODV,20,400,5,20,packetsPerSecond,0.7347183227539062,0.025625756230714454,72.16798231765077,26.605620461004104,26,7246400,1926020,79175,21065,57139
RAODV,40,100,5,20,nodeCount,0.247137451171875,0.018727916466535433,67.13199265006125,18.15026541445488,58,3589328,647856,39184,7112,26305
RAODV,70,100,5,20,nodeCount,0.5795989990234375,0.12783237202782974,59.065746891500595,24.277522284676092,164,6376336,1519384,70452,17104,41613
