SimulationSecond,ReceivedKb,PacketsReceived,PacketsTransmitted,
0,0,0,0 
1,0,0,0 
2,0,0,0 
3,0,0,0 
4,0,0,0 
5,0,0,0 
6,0,0,0 
7,0,0,0 
8,0,0,0 
9,0,0,0 
10,0,0,0 
11,0,0,0 
12,0,0,0 
13,0,0,0 
14,0,0,0 
15,0,0,0 
16,0,0,0 
17,0,0,0 
18,0,0,0 
19,0,0,0 
20,0,0,0 
21,0,0,0 
22,0,0,0 
23,0,0,0 
24,0,0,0 
25,0,0,0 
26,0,0,0 
27,0,0,0 
28,0,0,0 
29,0,0,0 
30,0,0,0 
31,0,0,0 
32,0,0,0 
33,0,0,0 
34,0,0,0 
35,0,0,0 
36,0,0,0 
37,0,0,0 
38,0,0,0 
39,0,0,0 
40,0,0,0 
41,0,0,0 
42,0,0,0 
43,0,0,0 
44,0,0,0 
45,0,0,0 
46,0,0,0 
47,0,0,0 
48,0,0,0 
49,0,0,0 
50,0,0,0 
51,0,0,0 
52,0,0,0 
53,0,0,0 
54,0,0,0 
55,0,0,0 
56,0,0,0 
57,0,0,0 
58,0,0,0 
59,0,0,0 
60,0,0,0 
61,0,0,0 
62,0,0,0 
63,0,0,0 
64,0,0,0 
65,0,0,0 
66,0,0,0 
67,0,0,0 
68,0,0,0 
69,0,0,0 
70,0,0,0 
71,0,0,0 
72,0,0,0 
73,0,0,0 
74,0,0,0 
75,0,0,0 
76,0,0,0 
77,0,0,0 
78,0,0,0 
79,0,0,0 
80,0,0,0 
81,0,0,0 
82,0,0,0 
83,0,0,0 
84,0,0,0 
85,0,0,0 
86,0,0,0 
87,0,0,0 
88,0,0,0 
89,0,0,0 
90,0,0,0 
91,0,0,0 
92,0,0,0 
93,0,0,0 
94,0,0,0 
95,0,0,0 
96,0,0,0 
97,0,0,0 
98,0,0,0 
99,0,0,0 
100,0,0,0 
101,3080.19,376,4248 
102,5980.16,730,10000 
103,4456.45,544,10000 
104,4423.68,540,10000 
105,3833.86,468,10000 
106,2506.75,306,10000 
107,983.04,120,10000 
108,1646.59,201,10000 
109,3891.2,475,10000 
110,3194.88,390,10000 
111,3227.65,394,10000 
112,2850.82,348,10000 
113,3989.5,487,10000 
114,4587.52,560,10000 
115,4497.41,549,10000 
116,3489.79,426,10000 
117,3596.29,439,10000 
118,3063.81,374,10000 
119,2891.78,353,10000 
120,2818.05,344,10000 
121,2121.73,259,10000 
122,1482.75,181,10000 
123,1155.07,141,10000 
124,917.504,112,10000 
125,999.424,122,10000 
126,1294.34,158,10000 
127,2285.57,279,10000 
128,1482.75,181,10000 
129,2441.22,298,10000 
130,4046.85,494,10000 
131,3932.16,480,10000 
132,3301.38,403,10000 
133,2424.83,296,10000 
134,2023.42,247,10000 
135,1654.78,202,10000 
136,1843.2,225,10000 
137,1662.98,203,10000 
138,1474.56,180,10000 
139,2064.38,252,10000 
140,1646.59,201,10000 
141,1761.28,215,10000 
142,1785.86,218,10000 
143,1646.59,201,10000 
144,1654.78,202,10000 
145,917.504,112,10000 
146,958.464,117,10000 
147,1040.38,127,10000 
148,663.552,81,10000 
149,327.68,40,10000 
